index,name,platform,rating,release_year
3604,DS Bimoji Training,DS,NaN,NaN
3624,The Godfather (old US sales),XB,NaN,NaN
3628,Shin Super Robot Taisen,PS,NaN,NaN
3629,Jump Super Stars,DS,NaN,NaN
3631,The Activision Decathlon,2600,NaN,NaN
3632,Simple 1500 Series Vol. 73: The Invaders ~Space Invaders 1500~,PS,NaN,NaN
3634,Sakura Wars,SAT,NaN,2020
3639,Derby Stallion 04,PS2,NaN,NaN
3650,The Amazing Spider-Man 2 (2014),PS4,NaN,NaN
3651,SD Gundam G Generation Zero,PS,NaN,NaN
3654,Super Robot Taisen F,SAT,NaN,NaN
3658,Soccer Tsuku 2002: J-League Pro Soccer Club o Tsukurou!,PS2,NaN,NaN
3659,Secret Agent Clank(US sales),PSP,NaN,NaN
3661,Super Robot Taisen F Kanketsuhen,SAT,NaN,NaN
3666,Star Wars Battlefront (2015),PC,NaN,NaN
3670,Donkey Kong Jungle Climber,DS,NaN,NaN
3672,Top Gun: Fire at Will!,PS,NaN,NaN
3681,SingStar Summer Party,PS2,NaN,2008
3686,FIFA Soccer 07,XB,E,2006
3687,Gekikuukan Pro Yakyuu: At the End of the Century 1999,PS2,NaN,NaN
3691,Medarot 2: Kabuto / Kuwagata Version,GB,NaN,NaN
3695,The Fairly Odd Parents: Breakin' Da Rules,GBA,NaN,NaN
3697,Ninokuni: Shikkoku no Madoushi,DS,NaN,NaN
3700,SRS: Street Racing Syndicate,PS2,T,2004
3705,Action Force,2600,NaN,1987
3706,FIFA 99,N64,E,1998
3708,Kidou Senshi Gundam: Extreme VS,PS3,NaN,NaN
3709,System 3 presents Ferrari Challenge Trofeo Pirelli,Wii,NaN,NaN
3716,Dragon Quest Characters: Torneko no Daibouken 3: Fushigi no Dungeon,PS2,NaN,NaN
3719,Pachi-Slot Aruze Oukoku 2,PS,NaN,NaN
3723,World Soccer Winning Eleven 7 International (JP version),PS2,NaN,NaN
3732,Let's Draw!,DS,NaN,NaN
3734,Popeye,2600,NaN,1983
3743,"Sakura Taisen 2 - Kimi, Shinitamou Koto Nakare",SAT,NaN,1998
3745,Inazuma Eleven GO,3DS,NaN,NaN
3746,Clock Tower,PS,M,1997
3750,Jampack Volume 11,PS2,NaN,NaN
3755,SpongeBob SquarePants: Game Boy Advance Video Volume 2,GBA,NaN,NaN
3761,2 in 1 Combo Pack: Sonic Heroes / Super Monkey Ball Deluxe,XB,E,2005
3768,Jampack Vol. 2,PS,NaN,NaN
3770,Virtual Soccer,SNES,NaN,1994
3772,Romance of the Three Kingdoms IV: Wall of Fire,SNES,E,1995
3774,Winning Post,SNES,NaN,1993
3781,Inazuma Eleven,DS,NaN,2008
3788,Mario & Sonic at the Rio 2016 Olympic Games,3DS,E10+,2016
3806,J-League Soccer: Prime Goal 2,SNES,NaN,NaN
3811,Pachi-Slot Aruze Oukoku 4,PS,NaN,NaN
3821,Littlest Pet Shop 3: Biggest Stars - Blue / Pink / Purple Team,DS,NaN,NaN
3841,Mega Man 6,NES,NaN,1993
3850,J-League Pro Soccer Club o Tsukurou! 3,PS2,NaN,NaN
3860,Kenkou Ouen Recipe 1000: DS Kondate Zenshuu,DS,NaN,NaN
3862, Frozen: Olaf's Quest,DS,NaN,NaN
3872,Go Diego Go! Safari Rescue,Wii,E,2007
3875,Jampack Winter 2002,PS2,NaN,NaN
3890,Jikkyou Powerful Pro Yakyuu 10,PS2,NaN,NaN
3893,Virtual Pool,PS,E,1997
3895,Jam With the Band,DS,NaN,2008
3906,International Superstar Soccer 2000 (All region sales),N64,NaN,NaN
3910,Dai-4-Ji Super Robot Taisen S,PS,NaN,NaN
3922,Petz: Hamsterz Life 2,DS,NaN,NaN
3926,Final Fantasy,WS,NaN,1987
3935,NHL FaceOff 98,PS,E,1997
3941,Midnight Magic,2600,NaN,NaN
3950,Blue's Clues: Blue's Big Musical,PS,NaN,NaN
3953,Paws & Claws: Dogs & Cats Best Friends,DS,NaN,NaN
3968,Prince of Persia Trilogy,PS3,NaN,2010
3971,Hidden Mysteries: Titanic - Secrets of the Fateful Voyage,DS,NaN,2010
3974,"Transformers: War for Cybertron (XBox 360, PS3, & PC Versions)",PS3,NaN,NaN
3975,Super Robot Taisen MX,PS2,NaN,NaN
3977,Bases Loaded '96: Double Header,PS,E,1995
3992,Super Famista 5,SNES,NaN,NaN
3995,Super Robot Taisen Z,PS2,NaN,NaN
3996,PoPoLoCrois Monogatari,PS,NaN,NaN
4001,RealSports Tennis,2600,NaN,1983
4003,Raiders of the Lost Ark,2600,NaN,1982
4004,Gauntlet,2600,NaN,1985
4014,Euro Truck Simulator,PC,NaN,NaN
4036,Mobile Suit Gundam Seed Destiny: Rengou vs. Z.A.F.T. II Plus,PS2,NaN,NaN
4037,Mario & Wario,SNES,NaN,1993
4043,Epic Mickey: Power of Illusion,3DS,NaN,NaN
4045,J-League Pro Soccer Club wo Tsukurou! 2,SAT,NaN,NaN
4052,Taiko no Tatsujin: Appare Sandaime,PS2,NaN,2003
4053,One Piece: Grand Battle!,PS,NaN,NaN
4057,"Transformers: Revenge of the Fallen (XBox 360, PS3, & PC Versions)",PS2,NaN,NaN
4062,Die Hard Trilogy 2: Viva Las Vegas,PS,M,2000
4063,Momotarou Dentetsu X: Kyuushuu-hen mo Arubai,PS2,NaN,NaN
4071,Football Manager Handheld 2009,PSP,NaN,2008
4072,Puzzle & Dragons Z + Super Mario Bros. Edition,3DS,NaN,NaN
4076,Yu-Gi-Oh! Forbidden Memories (JP sales),PS,NaN,NaN
4081,Mad Max (2015),XOne,NaN,NaN
4084,Jeopardy!,PS2,NaN,NaN
4106,"Transformers: Revenge of the Fallen (XBox 360, PS3, & PC Versions)",Wii,NaN,NaN
4114,NFL Xtreme 2,PS,E,1999
4116,Scrabble 2007 Edition,DS,NaN,NaN
4123,Grand Prix,2600,NaN,1982
4132,Karate,2600,NaN,1982
4134,Go Diego Go! Great Dinosaur Rescue,DS,E,2008
4135,The Godfather (JP sales),PS2,NaN,NaN
4140,Super Puyo Puyo 2,SNES,NaN,NaN
4144,WipEout,PS,E,1995
4151,Dragon Quest 25 Shuunen Kinin: Famicom & Super Famicom Dragon Quest I-II-III,Wii,NaN,NaN
4155,Densetsu no Stafi,GBA,NaN,2002
4164,Momotarou Dentetsu V,PS,NaN,NaN
4182,Super Momotarou Dentetsu DX,SNES,NaN,NaN
4184,World Soccer Winning Eleven 8: Liveware Evolution,PS2,NaN,NaN
4194,Inazuma Eleven Go 2: Chrono Stone,3DS,NaN,NaN
4195,NHL 97,PS,E,1996
4214,Football Manager 2015,PC,NaN,2014
4217,Imagine: Figure Skater (US sales),DS,NaN,NaN
4220,Circus Atari,2600,NaN,1980
4227,Super Batter Up,SNES,NaN,1992
4229,Crayon Shin-Chan: Arashi o Yobu Enji,SNES,NaN,1993
4239,NHL FaceOff '97,PS,E,1996
4240,Thief (2014),XOne,NaN,NaN
4245,Gremlins,2600,NaN,1984
4248,Jampack Winter 2003 (RP-M),PS2,NaN,NaN
4254,Mega Man Star Force 3: Black Ace / Red Joker,DS,NaN,NaN
4257,Momotarou Dentetsu 11,PS2,NaN,NaN
4264,Space Invaders,SNES,E,1999
4266,Mother 1+2,GBA,NaN,NaN
4276,2 Games in 1: SpongeBob SquarePants: SuperSponge & Rugrats Go Wild,GBA,NaN,2004
4278,Missile Command,PS,E,1999
4280,Jikkyou Powerful Pro Yakyuu 3,SNES,NaN,NaN
4281,Jikkyou Powerful Pro Yakyuu 12,PS2,NaN,NaN
4285,J-League Excite Stage '95,SNES,NaN,NaN
4286,Vin Diesel: Wheelman,X360,NaN,NaN
4296,Ghostbusters,2600,NaN,1985
4298,NCAA Gamebreaker 99,PS,E,1998
4301,World Stadium 2,PS,NaN,NaN
4309,Phoenix,2600,NaN,1999
4315,Harvest Moon DS (US sales),DS,NaN,NaN
4319,Yu-Gi-Oh! Destiny Board Traveler,GBA,NaN,NaN
4320,God Eater 2,PSV,NaN,NaN
4323,World Soccer Winning Eleven 5 Final Evolution,PS2,NaN,NaN
4326,Fatal Fury 2,SNES,T,1994
4329,PES 2009: Pro Evolution Soccer,Wii,NaN,2009
4337,Maze Craze: A Game of Cops 'n Robbers,2600,NaN,1980
4338,Mobile Suit Gundam,PS,NaN,1995
4343,SingStar Take That,PS2,NaN,2009
4344,Final Fantasy Collection,PS,T,1999
4345,Disney Sing It! High School Musical 3: Senior Year,PS2,E,2009
4348,NHL FaceOff,PS,E,1996
4352,Defender II,2600,NaN,1990
4363,We Sing Encore,Wii,NaN,NaN
4366,Jawbreaker,2600,NaN,1981
4380,Jampack Volume 13 (RP-M),PS2,NaN,NaN
4394,Transformers: Revenge of the Fallen (Wii & PS2 Version),DS,NaN,NaN
4396,The Godfather (US sales),XB,NaN,NaN
4398,World Stadium EX,PS,NaN,NaN
4402,Densetsu no Stafi 2,GBA,NaN,2003
4406,Disney Infinity 2.0: Marvel Super Heroes,XOne,NaN,NaN
4411,Gundam SEED: Federation vs. Z.A.F.T.,PS2,NaN,NaN
4414,Super Bomberman 4,SNES,NaN,1996
4419,Duke Nukem 64,N64,M,1997
4420,Transformers: Dark of the Moon - Autobots/Decepticons,DS,NaN,NaN
4421,The Urbz: Sims in the City (all regions sales),DS,NaN,NaN
4423,Super Robot Taisen OG: Original Generations,PS2,NaN,NaN
4430,Jikkyou Powerful Pro Yakyuu 9,PS2,NaN,NaN
4432,Naruto: Gekito Ninja Taisen! 3,GC,NaN,NaN
4437,Super Breakout,2600,NaN,1981
4440,Taiko no Tatsujin: Doki! Shinkyoku Darake no Haru Matsuri,PS2,NaN,NaN
4452,Jump Start Pet Rescue,Wii,NaN,NaN
4453,SingStar Motown,PS2,NaN,2009
4455,Neon Genesis Evangelion,SAT,NaN,1999
4456,Mobile Suit Gundam: One Year War,PS2,NaN,NaN
4458,Tongari Boushi to Mahou no Otana,DS,NaN,NaN
4469,Need for Speed: Shift 2 Unleashed,X360,NaN,NaN
4470,Yu-Gi-Oh! 5D's Tag Force 4,PSP,NaN,NaN
4479,Flight Control Rocket,GBA,NaN,2012
4484,NiGHTS into dreams...,SAT,NaN,NaN
4499,Barnstorming,2600,NaN,1982
4501,The Powerpuff Girls: Him and Seek,GBA,NaN,NaN
4504,Wonder Project J: Kikai no Shonen Pino,SNES,NaN,NaN
4508,The Fairly Odd Parents: Game Boy Advance Video Volume 1,GBA,NaN,NaN
4515,Dora the Explorer: Dora Puppy,DS,NaN,NaN
4518,Cool Boarders,PS,E,1997
4542,NHL FaceOff 99,PS,E,1998
4546,Dai-2-Ji Super Robot Taisen Z: Hakai-hen,PSP,NaN,NaN
4547,Neon Genesis Evangelion 2nd Impression,SAT,NaN,1997
4560,The X Files,PS,NaN,NaN
4561,Super Wagyan Land,SNES,NaN,NaN
4563,"Barbie: Jet, Set & Style!",DS,NaN,NaN
4569,Famicom Mini: Super Mario Bros. 2,GBA,NaN,NaN
4572,Big Strike Bowling,PS,E,2003
4581,Yu-Gi-Oh! 7 Trials to Glory: World Championship Tournament 2005,GBA,NaN,NaN
4591,JGTC: All-Japan Grand Touring Car Championship,PS,NaN,NaN
4592,Virtua Tennis 4: World Tour,PSV,NaN,NaN
4595,SpongeBob's Truth or Square (US sales),DS,NaN,NaN
4596,Mobile Suit Gundam: Gundam vs. Gundam,PSP,NaN,NaN
4598,Jikkyou Powerful Pro Yakyuu 11,PS2,NaN,NaN
4603,Jikkyou Powerful Pro Yakyuu 6,N64,NaN,NaN
4614,Super Famista 4,SNES,NaN,NaN
4615,The Fairly Odd Parents: Game Boy Advance Video Volume 2,GBA,NaN,NaN
4619,Taiko no Tatsujin DS: Dororon! Youkai Daikessen!!,DS,NaN,NaN
4626,Kumamon Bomber: Puzzle de Kumamon Taisou,GC,NaN,NaN
4629,International Superstar Soccer Pro '98,PS,NaN,1998
4633,Double Pack: Finding Nemo / The Incredibles,XB,NaN,NaN
4641,Lord of the Rings: The Third Age,XB,T,2004
4651,Cyber Troopers Virtual-On,SAT,E,1996
4657,Jampack Spring 2004 (RP-T),PS2,NaN,NaN
4665,Sega Rally Championship 2,DC,NaN,NaN
4672,Mobile Suit Gundam: Gundam vs. Gundam NEXT PLUS,PSP,NaN,NaN
4675,Grudge Warriors,PS,T,2000
4677,World Soccer Jikkyou Winning Eleven 2000: U-23 Medal heno Chousen,PS,NaN,NaN
4679,Mobile Suit Gundam,SAT,NaN,1995
4683,Itadaki Street DS,DS,NaN,2007
4690,Call of Duty: Modern Warfare: Mobilized,DS,T,2009
4692,E0: Enemy Zero,SAT,NaN,NaN
4694,Yu-Gi-Oh! GX: Tag Force 2,PSP,NaN,NaN
4698,NASCAR Racing,PS,E,1994
4700,Monotaro Dentetsu 2010: Sengoku Ishin no Hero Daishuugou! no Maki,Wii,NaN,NaN
4702,Boku no Natsuyasumi 2: Umi no Bouken Hen,PS2,NaN,NaN
4708,Superman: The New Superman Adventures,N64,NaN,NaN
4712,Rogue Galaxy: Director's Cut,PS2,NaN,NaN
4715,Densha De Go! 2,PS,NaN,1999
4725,AKB1/48: Idol to Koishitara...,PSP,NaN,NaN
4726,Pro Pinball,PS,NaN,2015
4728,'98 Koshien,PS,NaN,NaN
4731,Yu-Gi-Oh! The Eternal Duelist Soul (JP sales),GBA,NaN,NaN
4733,Hatsune Miku: Project Diva 2nd,PSP,NaN,NaN
4737,Mario no Super Picross,SNES,NaN,NaN
4738,UEFA Euro 2008 Austria-Switzerland,PS3,NaN,NaN
4740,Jikkyou Powerful Pro Yakuu '94,SNES,NaN,NaN
4747,Rocksmith 2014,XOne,NaN,NaN
4753,Dragon Quest X,WiiU,NaN,NaN
4756,Disney's Hercules / Disney's The Jungle Book: Groove Party / A Bug's Life,PS,NaN,NaN
4758,Pengo,2600,NaN,1984
4761,Mouse Trap,2600,NaN,1982
4768,Dragon Quest Builders: Revive Alefgard,PS4,NaN,NaN
4772,Medarot: Kabuto / Kuwagata Version,GB,NaN,NaN
4777,Taiko no Tatsujin Wii: Dodon to 2 Yome!,Wii,NaN,NaN
4778,Congo Bongo,2600,NaN,1983
4781,Warriors Orochi 2 (JP sales),PS2,NaN,NaN
4787,Pet in TV,PS,NaN,1997
4795,Fighting Vipers,SAT,T,1996
4796,Yu-Gi-Oh! 5D's Stardust Accelerator: World Championship 2009,DS,NaN,NaN
4800,AKB1/48: Idol to Guam de Koishitara...,PSP,NaN,NaN
4802,Mortal Kombat Mythologies: Sub-Zero,N64,M,1997
4806,"Transformers: Revenge of the Fallen (XBox 360, PS3, & PC Versions)",PSP,NaN,NaN
4819,My Virtual Tutor: Reading Adventure First to Second Grade,DS,NaN,NaN
4826,Disney Sing It! High School Musical 3: Senior Year,PS3,NaN,2009
4827,Mother 3,GBA,NaN,2006
4842,Boku no Natsuyasumi,PS,NaN,2000
4844,"Transformers: The Game (XBox 360, PS2, PS3, Wii & PC Versions)",PS3,NaN,NaN
4849,SD Gundam G Generation Seed,PS2,NaN,NaN
4867,Danball Senki,PSP,NaN,2011
4872,Bump 'n' Jump,2600,NaN,1983
4873,Mobile Suit Gundam: Lost War Chronicles,PS2,NaN,NaN
4885,Fire Emblem: Fuuin no Tsurugi,GBA,NaN,NaN
4897,SpongeBob's Truth or Square (US sales),PSP,NaN,NaN
4898,Tear Ring Saga Yutona Eiyuu Senki,PS,NaN,NaN
4903,Taiko no Tatsujin Wii: Ketteiban,Wii,NaN,NaN
4908,Custom Robo V2,N64,NaN,2000
4912,SpongeBob's Truth or Square (US sales),Wii,NaN,NaN
4914,Chibi-Robo! Plug into Adventure!,GC,NaN,NaN
4919,Jampack Winter 2003 (RP-T),PS2,NaN,NaN
4925,Super Fire ProWrestling,SNES,NaN,NaN
4930,Fatal Fury,SNES,NaN,1993
4931,From TV Animation One Piece: Yume no Lufy Kaizokudan Tanjou!,GB,NaN,NaN
4936,Super Famista 3,SNES,NaN,NaN
4939,WipeOut 3 The Game,Wii,NaN,NaN
4943,F1 2016 (Codemasters),PS4,NaN,NaN
4948,Airlock,2600,NaN,1982
4949,Tokimeki Memorial 2,PS,NaN,1999
4950,Hooked! Again: Real Motion Fishing,Wii,NaN,2010
4962,Super Soccer,SNES,NaN,1985
4964,Wario Land II (GBC),GB,NaN,NaN
4966,Bakusou Dekotora Densetsu: Otoko Ippiki Yume Kaidoi,PS,NaN,NaN
4970,SD Gundam G Generation Spirits,PS2,NaN,NaN
4971,Dance Party: Pop Hits,Wii,NaN,2009
4973,The Cat in the Hat,GBA,NaN,NaN
4974,Diner Dash: Sizzle & Serve,DS,E,2007
4980,Jam Sessions: Sing and Play Guitar (US sales),DS,NaN,NaN
4981,Mobile Suit Gundam: Giren no Yabou Zeon Dokuritsu Sensouden,PS2,NaN,NaN
4989,Shin Megami Tensei: Devil Summoner,SAT,NaN,1995
4996,SD Gundam G Generation-F,PS,NaN,NaN
5003,Raving Rabbids: Travel in Time 3D,3DS,NaN,NaN
5005,Lilo & Stitch 2: Hämsterviel Havoc,GBA,NaN,NaN
5009,Mobile Suit Gundam version 2.0,PS,NaN,NaN
5014,Final Fantasy Adventure,GB,E,1991
5020,Tokimeki Memorial: Forever with You,SAT,NaN,1996
5024,Rogue Trip: Vacation 2012,PS,T,1998
5025,Phantasy Star Ø,DS,NaN,NaN
5027,Dai-4-Ji Super Robot Taisen,SNES,NaN,1995
5028,Tales of Hearts,PSV,NaN,NaN
5032,Taiko no Tatsujin Portable DX,PSP,NaN,NaN
5036,Moto Racer World Tour,PS,E,2000
5039,NCAA Final Four 2000,PS,E,1999
5041,Hangman,2600,NaN,1978
5050,Gravitar,2600,NaN,1983
5052,Mobile Suit Gundam: Extreme VS Full Boost,PS3,NaN,NaN
5060,Paws & Claws: Pampered Pets,DS,NaN,2009
5062,Peppa Pig: The Game,Wii,NaN,2009
5065,Solaris,2600,NaN,NaN
5066,Resident Evil Zero,PS4,NaN,NaN
5071,Tobal 2,PS,NaN,1997
5072,Farming Simulator 2015,PS3,NaN,NaN
5086,Phantasy Star Portable 2: Infinity,PSP,NaN,NaN
5095,Super Formation Soccer 94,SNES,NaN,NaN
5099,Yarudora Series Vol.1: Double Cast,PS,NaN,NaN
5107,Fushigi no Dungeon: Furai no Shiren 2 - Oni Shuurai! Shiren Shiro!,N64,NaN,NaN
5111,Dragonfire,2600,NaN,1982
5118,Kotoba no Puzzle: Mojipittan DS,DS,NaN,NaN
5128,Slime MoriMori Dragon Quest: Shougeki No Shippo Dan,GBA,NaN,NaN
5130,Hell's Kitchen: The Game,DS,NaN,NaN
5133,Super Robot Taisen EX,SNES,NaN,1994
5139,Shin Megami Tensei II,SNES,NaN,1994
5149,Mini-Yonku GB: Let's & Go!!,GB,NaN,NaN
5160,Zero4 Champ RR,SNES,NaN,1994
5163,Nonomura Byoin no Hitobito,SAT,NaN,NaN
5173,Super Fire ProWrestling Special,SNES,NaN,NaN
5176,Yuu Yuu Hakusho,SNES,NaN,NaN
5178,Kamaitachi no Yoru 2,PS2,NaN,NaN
5182,One Piece: Gigant Battle!,DS,NaN,NaN
5189,MechWarrior 2: 31st Century Combat,PS,E,1997
5190,Zoo Tycoon (2013),XOne,NaN,NaN
5193,Mobile Suit Z-Gundam,PS,NaN,NaN
5194,Cubix Robots for Everyone: Clash 'n' Bash,GBA,NaN,NaN
5197,Big Bass World Championship,PS,E,1997
5200,Saban's Power Rangers: Lightspeed Rescue,N64,NaN,NaN
5202,Jurassic Park,NES,NaN,1993
5212,Hamster Club 3,GBA,NaN,NaN
5217,Naruto: Ultimate Ninja 3 (JP sales),PS2,NaN,NaN
5219,ATV/Monster Truck Mayhem,DS,NaN,NaN
5220,J-League Pro Soccer Club o Tsukurou '04,PS2,NaN,NaN
5222,Dai-2-Ji Super Robot Taisen Z Saisei-hen,PSP,NaN,2012
5225,Disney's The Haunted Mansion,PS2,NaN,NaN
5227,Dance Dance Revolution 3rdMix,PS,NaN,NaN
5228,Ryu Ga Gotoku Kenzan!,PS3,NaN,NaN
5229,Super Robot Taisen A,GBA,NaN,2001
5232,Boxer's Road,PS,NaN,NaN
5233,Frogs And Flies,2600,NaN,NaN
5235,Toriko: Gourmet Survival!,PSP,NaN,NaN
5237,Ganbare Goemon 3: Shishi Jyuurokubei no Karakuri Manji Katame,SNES,NaN,NaN
5240,J-League Pro Soccer Club o Tsukurou!,DC,NaN,NaN
5243,Formula 1 Championship Edition,PS,E,1997
5246,Thief (2014),PS3,NaN,NaN
5247,Blasto,PS,T,1998
5249,Wonder Pets! Save the Animals!,DS,NaN,NaN
5255,Farming Simulator 2015,PS4,NaN,NaN
5259,Picross 2,GB,NaN,1996
5261,Farming Simulator 2015,X360,NaN,NaN
5263,Sentouchu: Densetsu no Shinobi to Survival Battle!,3DS,NaN,NaN
5264,U-Sing,Wii,NaN,2009
5266,Momotarou Dentetsu 12,PS2,NaN,NaN
5273,Kinectimals: Now with Bears!,X360,NaN,NaN
5276,Jikkyou Powerful Pro Yakyuu 13,PS2,NaN,NaN
5280,Stunt Race FX,SNES,NaN,1994
5289,One Piece: Gigant Battle 2 Shin Sekai,DS,NaN,NaN
5293,Jikkyou Powerful Pro Yakyuu 2000,N64,NaN,NaN
5294,Dragon Ball Z: Budokai Tenkaichi 2 (JP sales),Wii,NaN,NaN
5297,Command & Conquer: Red Alert 3 Ultimate Edition,PS3,T,2009
5301,The Fairly Odd Parents: Shadow Showdown,PS2,NaN,NaN
5303,Saban's Power Rangers: Lightspeed Rescue,PS,NaN,NaN
5310,Pac-Man All-Stars,PS3,E,2002
5315,From TV Animation One Piece: Tobidase Kaizokudan!,PS,NaN,NaN
5322,Hello Kitty Daily,DS,NaN,NaN
5327,Jikkyou Powerful Pro Yakyuu 7,PS2,NaN,NaN
5339,Kurushi Final: Mental Blocks,PS,NaN,1998
5340,Risk / Battleship / Clue,GBA,NaN,NaN
5343,SD Gundam G Generation World,PSP,NaN,NaN
5352,UEFA Euro 2008 Austria-Switzerland,X360,NaN,NaN
5365,Iron Storm,SAT,NaN,2002
5368,The Fairly Odd Parents: Shadow Showdown,GBA,NaN,NaN
5374,Frostbite,2600,NaN,1983
5375,Alien's Return,2600,NaN,NaN
5376,Mario & Sonic at the Rio 2016 Olympic Games,WiiU,E10+,2016
5385,Fantastic Voyage,2600,NaN,1982
5386,Vancouver 2010 - The Official Video Game of the Olympic Winter Games,PS3,NaN,NaN
5394,Bank Heist,2600,NaN,1983
5396,Backstreet Billiards,PS,E,1998
5397,Carnival,2600,NaN,1982
5401,Momotarou Dentetsu DS: Tokyo & Japan,DS,NaN,NaN
5407,Yu-Gi-Oh! 5D's Tag Force 5,PSP,NaN,NaN
5411,James Bond 007: Legends,PS3,NaN,NaN
5416,Football Manager Handheld 2008,PSP,NaN,NaN
5426,Fade to Black,PS,T,1996
5434,Sengoku Musou 3 Z,PS3,NaN,NaN
5437,Tokyo Highway Battle,PS,E,1996
5446,Transformers: Revenge of the Fallen (DS Versions),DS,NaN,NaN
5451,Tales of the World: Radiant Mythology 2,PSP,NaN,NaN
5465,BeatMania Append GottaMix,PS,NaN,1999
5476,World Stadium 3,PS,NaN,NaN
5478,Extra Bases,GB,NaN,NaN
5479,Super Power League 2,SNES,NaN,NaN
5484,Hell's Kitchen: The Game,Wii,NaN,NaN
5495,Hatsune Miku: Project Diva Extend,PSP,NaN,2011
5499,Battle Dodge Ball,SNES,NaN,NaN
5508,We Sing Deutsche Hits,Wii,NaN,NaN
5511,Parodius,PS,NaN,1990
5512,The X-Factor,Wii,NaN,NaN
5514,Sakura Wars 3: Paris wa Moeteiru ka,DC,NaN,NaN
5518,Naruto: Gekito Ninja Taisen! 4,GC,NaN,NaN
5520,Kidou Senshi Gundam F91: Formula Senki 0122,SNES,NaN,NaN
5522,Zaidan Houjin Nippon Kanji Nouryoku Kentei Kyoukai Kounin: KanKen DS 2 + Jouyou Kanji Jiten,DS,NaN,NaN
5524,DX Game of Life 2,PS,NaN,NaN
5526,NBA Live 96,PS,E,1996
5529,Samurai Warriors 2: Xtreme Legends (JP sales),PS2,NaN,NaN
5533,Frogger II: Threeedeep!,2600,NaN,NaN
5536,Fireball,2600,NaN,1982
5540,Shin Nippon Pro Wrestling: Toukon Retsuden,PS,NaN,NaN
5546,Buzz! The Ultimate Music Quiz,PS3,NaN,2010
5553,One Piece: Romance Dawn - Bouken no Yoake,PSP,NaN,NaN
5569,Momotarou Dentetsu 20-Shuunen,DS,NaN,NaN
5575,Bust-A-Move '99,PS,NaN,NaN
5576,Dragon Quest Monsters 1·2,PS,NaN,NaN
5582,ESPN X-Games Pro Boarder,PS,NaN,NaN
5587,Naruto: Ultimate Ninja (JP sales),PS2,NaN,NaN
5589,Dragon Ball Heroes: Ultimate Mission 2 ,3DS,NaN,NaN
5593,"Go, Diego, Go!: Great Dinosaur Rescue",PS2,E,2008
5623,Extreme Pinball,PS,E,1996
5626,Vin Diesel: Wheelman,PS3,NaN,NaN
5631,"Carnival Games: Monkey See, Monkey Do!",X360,NaN,NaN
5632,No.1 Muscle Ranking - Kinniku Banzuke Vol. 1: Oregasaikyouno Otokoda!,PS,NaN,NaN
5633,Cartoon Network Collection: Game Boy Advance Video Platinum Edition,GBA,NaN,NaN
5636,SpongeBob SquarePants: Double Pack,GBA,NaN,NaN
5637,Tetris 2 + Bombliss,NES,NaN,1991
5643,Frankenstein's Monster,2600,NaN,NaN
5647,Derby Stallion DS,DS,NaN,NaN
5651,Dragon Quest Monsters: Battle Road Victory,Wii,NaN,2010
5652,Shin Momotarou Densetsu,SNES,NaN,NaN
5653,From TV Animation One Piece: Grand Battle! 3,PS2,NaN,NaN
5656,The Conveni: Ano Machi wo Dokusen Seyo,PS,NaN,NaN
5657,Shin Super Robot Taisen Special Disk,PS,NaN,NaN
5658,Live A Live,SNES,T,1994
5664,UEFA Euro 2008 Austria-Switzerland,PS2,NaN,NaN
5673,Momotarou Dentetsu Happy,SNES,NaN,NaN
5674,Power Rangers: Time Force,PS,NaN,NaN
5683,Quiz Magic Academy DS,DS,NaN,NaN
5693,Virtua Striker 2,DC,E,1999
5698,MonHun Nikki: Poka Poka Ailu Mura G,PSP,NaN,NaN
5706,Jikkyou Powerful Pro Yakyuu 14,PS2,NaN,NaN
5709,Ganbare Goemon: KiraKira Douchuu - Boku ga Dancer ni Natta Riyuu,SNES,NaN,NaN
5710,Jikkyou Powerful Pro Yakyuu Portable 3,PSP,NaN,NaN
5711,Mario Golf,GB,E,1999
5712,Digimon World: Dawn / Dusk,DS,NaN,NaN
5713,Sesame Street: Elmo's Letter Adventure,PS,NaN,NaN
5722,Jampack: Summer 2003 (RP-M),PS2,NaN,NaN
5731,Taiko Drum Master: Don and Katsu's Space-Time Great Adventure,3DS,NaN,NaN
5733,Einhänder,PS,NaN,NaN
5740,Foto Frenzy: Spot The Diffrence,DS,NaN,NaN
5741,Armored Core: Silent Line,PS2,NaN,NaN
5742,SD Gundam G Generation Wars,PS2,NaN,NaN
5743,Dr. Seuss: How the Grinch Stole Christmas,DS,E,2007
5750,2 Games in 1: Disney's Brother Bear / The Lion King 1 1/2,GBA,NaN,NaN
5751,Super Robot Taisen Complete Box,PS,NaN,NaN
5752,Peppa Pig: Theme Park Fun,DS,NaN,NaN
5757,Gold's Gym: Cardio Workout (Others sales),Wii,NaN,NaN
5762,Doubutsu no Mori,N64,NaN,NaN
5763,Jikkyou Powerful Pro Yakyuu 4,N64,NaN,NaN
5767,J-League Winning Eleven 2007: Club Championship,PS2,NaN,NaN
5774,Mountain King,2600,NaN,1983
5775,Jampack Volume 12,PS2,NaN,NaN
5776,Lord of the Rings: Battle for Middle-Earth,X360,NaN,NaN
5780,Shin Megami Tensei: Devil Summoner - Soul Hackers,SAT,NaN,NaN
5783,Demolition Racer,PS,E,1999
5788,SD Gundam G Generation: Overworld,PSP,NaN,NaN
